Mark,Model,Generation,Car_type,Restyling,Fuel,Drive,Transmissions,Boost_type,Engine_Location,Country,Engine_volume,Maximum_power,Cylinders,Length,Width,Height,Curb_weight_kg,Clearance,Trunk_volume_max,Consumption_average,Expense_city,Expense_track,Maximum_speed,Speed_to_100,Year,Price
Peugeot,Partner,5,Crossover,No,Electric,AWD,CVT,Turbo,Rear,Japan,3.4,560,6,4358,1979,1523,1053,129,556,7.8,11.0,6.6,142,9.2,2011,11261000
Peugeot,Partner,4,MPV,Yes,Electric,AWD,Dual-clutch,Turbo,Rear,China,2.1,581,4,4514,1985,1762,2039,231,271,11.6,14.4,10.6,179,11.9,2013,9162000
Peugeot,Partner,4,Sedan,Yes,Hybrid,RWD,Dual-clutch,Supercharger,Middle,UK,1.4,136,12,4677,1995,1689,2026,212,586,4.8,5.7,4.0,150,5.5,2009,12114000
Peugeot,Partner,4,Coupe,No,Hybrid,4WD,Automatic,None,Middle,Italy,2.8,534,3,4231,1817,1698,1159,240,233,8.3,11.2,7.4,301,9.9,2001,11564000
Peugeot,Partner,5,Hatchback,No,Petrol,4WD,Manual,None,Rear,France,4.1,111,12,3611,1876,1435,2460,131,209,4.6,5.6,4.4,209,11.9,2021,2239000
Peugeot,Partner,3,Crossover,Yes,Electric,RWD,CVT,Turbo,Middle,China,3.6,446,4,4919,1780,1653,1310,232,620,4.2,5.2,3.9,309,14.5,2005,10933000
Peugeot,Partner,4,SUV,Yes,Electric,AWD,Dual-clutch,None,Rear,Germany,1.9,173,8,4428,1855,1436,2194,219,435,11.1,14.5,10.7,296,11.4,2010,5424000
Peugeot,Partner,4,Roadster,Yes,Electric,AWD,CVT,Supercharger,Front,UK,5.0,301,12,5194,1970,1486,1492,185,300,13.1,16.0,12.6,206,12.8,2012,2889000
Peugeot,Partner,2,MPV,Yes,Electric,RWD,Dual-clutch,None,Rear,France,3.4,377,12,4243,1940,1854,2435,203,546,8.2,11.5,7.8,141,10.3,2000,8561000
Peugeot,Partner,2,Pickup,Yes,Diesel,4WD,Dual-clutch,None,Rear,South Korea,1.4,489,8,4975,1695,1782,2488,196,444,3.9,4.9,3.3,296,4.8,2003,2351000
Peugeot,Partner,3,MPV,Yes,Petrol,4WD,Dual-clutch,Supercharger,Rear,Germany,2.6,222,3,5082,1666,1513,1679,165,553,14.3,17.6,12.0,154,5.9,2013,3540000
Peugeot,Rifter,2,Hatchback,No,Electric,FWD,CVT,None,Front,Germany,0,253,0,3887,1917,1731,2184,148,607,0,0.0,0.0,156,14.4,2022,10232000
Peugeot,Rifter,2,Sedan,No,Petrol,4WD,CVT,Turbo,Rear,South Korea,0,210,0,4735,1771,1728,1274,138,689,0,0.0,0.0,287,3.5,2017,4573000
Peugeot,Rifter,5,Crossover,Yes,Hybrid,4WD,Dual-clutch,None,Middle,UK,0,331,0,4312,1745,1656,997,216,619,0,0.0,0.0,281,5.0,2010,14076000
Peugeot,Rifter,5,Crossover,No,Diesel,AWD,Manual,Turbo,Rear,China,0,426,0,4930,1678,1793,1664,131,283,0,0.0,0.0,258,9.1,2002,10739000
Peugeot,Rifter,2,Pickup,No,Petrol,FWD,CVT,Turbo,Rear,Sweden,0,343,0,4635,1693,1718,2496,235,560,0,0.0,0.0,249,11.0,2023,11093000
Peugeot,Rifter,3,Coupe,No,Petrol,FWD,Dual-clutch,Supercharger,Middle,France,0,401,0,4417,1971,1683,1580,151,435,0,0.0,0.0,266,7.8,2020,9804000
Peugeot,Rifter,5,Pickup,Yes,Petrol,RWD,CVT,Supercharger,Middle,China,0,296,0,4727,1726,1773,1772,132,306,0,0.0,0.0,152,6.5,2020,7181000
Peugeot,Rifter,5,Roadster,No,Electric,FWD,Dual-clutch,Turbo,Middle,Italy,0,328,0,5001,1774,1465,1564,244,693,0,0.0,0.0,170,14.5,2015,13777000
Peugeot,Rifter,5,Hatchback,No,Petrol,RWD,Manual,None,Front,South Korea,0,373,0,4046,1823,1653,1494,242,612,0,0.0,0.0,213,5.1,2013,1694000
Peugeot,Rifter,4,Coupe,Yes,Petrol,AWD,Automatic,None,Rear,South Korea,0,447,0,4402,1644,1597,1628,236,348,0,0.0,0.0,306,4.1,2004,2680000
Peugeot,Rifter,5,Roadster,No,Electric,FWD,CVT,Turbo,Middle,Sweden,0,108,0,3719,1919,1545,1099,214,359,0,0.0,0.0,313,10.9,2022,6170000
Peugeot,Rifter,2,Coupe,Yes,Electric,FWD,CVT,None,Middle,Germany,0,403,0,4291,1867,1810,1610,184,615,0,0.0,0.0,239,3.9,2013,12592000
Peugeot,Rifter,3,Sedan,No,Hybrid,RWD,CVT,None,Front,South Korea,0,328,0,4797,1635,1760,2266,121,663,0,0.0,0.0,207,8.2,2019,8417000
Peugeot,Rifter,1,Pickup,Yes,Electric,AWD,Automatic,None,Front,Italy,0,281,0,4012,1980,1852,1478,168,273,0,0.0,0.0,196,7.1,2012,868000
Peugeot,Rifter,2,Crossover,No,Electric,4WD,Dual-clutch,Supercharger,Middle,USA,0,299,0,3599,1638,1696,1774,247,236,0,0.0,0.0,295,8.4,2007,8847000
Peugeot,Rifter,2,Sedan,No,Hybrid,AWD,Manual,None,Front,Italy,0,212,0,4839,1982,1582,1942,148,298,0,0.0,0.0,178,4.0,2020,13435000
Peugeot,Rifter,4,Coupe,No,Hybrid,4WD,Dual-clutch,Turbo,Rear,Italy,0,122,0,4344,1982,1813,982,158,487,0,0.0,0.0,157,12.1,2021,5500000
Peugeot,Rifter,2,Coupe,Yes,Petrol,FWD,Dual-clutch,Turbo,Front,France,0,417,0,4204,1750,1609,1260,235,398,0,0.0,0.0,253,7.7,2016,14086000
Peugeot,Rifter,3,Hatchback,No,Electric,FWD,Automatic,Supercharger,Front,Germany,0,416,0,4412,1968,1525,1606,225,529,0,0.0,0.0,316,7.1,2011,3367000
Peugeot,Rifter,4,Coupe,Yes,Electric,RWD,Automatic,Supercharger,Front,Germany,0,170,0,4133,1660,1640,2333,150,397,0,0.0,0.0,260,7.0,2001,6889000
Peugeot,e‑2008,1,Hatchback,Yes,Hybrid,FWD,CVT,Supercharger,Middle,USA,4.7,89,5,5024,1954,1884,1755,231,445,12.0,14.9,11.5,250,4.1,2002,14969000
Peugeot,e‑2008,1,Crossover,Yes,Electric,FWD,Dual-clutch,Turbo,Rear,Sweden,4.3,117,3,4083,1988,1531,2051,193,632,10.8,12.0,9.1,234,3.7,2002,3489000
Peugeot,e‑2008,2,Roadster,No,Hybrid,4WD,Automatic,Turbo,Middle,UK,1.7,548,6,5179,1974,1545,1296,208,657,9.0,11.9,8.4,157,5.2,2003,12271000
Peugeot,e‑2008,5,Roadster,No,Diesel,AWD,Automatic,Turbo,Front,Germany,4.6,186,8,5007,1860,1823,2063,175,470,13.4,19.7,12.1,219,3.7,2002,14158000
Peugeot,e‑2008,5,MPV,No,Electric,FWD,Automatic,Turbo,Front,South Korea,2.8,459,4,4060,1967,1445,1402,130,569,12.5,15.3,12.2,198,5.1,2024,10815000
Peugeot,e‑2008,5,Sedan,Yes,Petrol,AWD,Manual,Supercharger,Front,France,3.2,595,6,3858,1783,1582,2284,243,560,4.9,6.2,4.4,307,5.2,2020,10434000
Peugeot,e‑2008,4,Coupe,No,Diesel,RWD,CVT,None,Front,Sweden,1.7,417,4,4477,1683,1731,1848,227,323,9.3,10.9,8.0,163,13.7,2010,4880000
Peugeot,e‑2008,2,Pickup,No,Hybrid,AWD,Manual,None,Front,USA,3.9,523,3,3638,1798,1697,1783,178,223,6.7,9.1,6.3,244,7.9,2022,2247000
Peugeot,e‑2008,1,SUV,No,Petrol,FWD,Dual-clutch,None,Middle,USA,3.0,141,4,3899,1630,1752,2432,131,640,8.7,12.7,8.6,274,5.0,2012,12075000
Peugeot,e‑2008,2,Roadster,No,Electric,4WD,Dual-clutch,Turbo,Front,France,2.3,411,4,4313,1829,1435,1328,183,321,4.2,6.1,4.1,175,12.1,2004,7254000
Peugeot,e‑2008,5,Roadster,Yes,Petrol,4WD,CVT,Supercharger,Rear,Sweden,4.7,138,6,3997,1959,1555,2120,205,551,12.4,17.6,11.6,267,14.8,2000,5695000
Peugeot,e‑2008,1,Sedan,No,Diesel,4WD,CVT,None,Rear,South Korea,2.7,254,12,3662,1718,1658,1780,229,373,11.8,14.0,11.1,246,8.5,2022,9120000
Peugeot,e‑2008,3,SUV,No,Electric,RWD,Dual-clutch,Turbo,Front,UK,1.3,583,3,3810,1743,1473,1158,120,524,13.0,18.8,12.2,167,9.5,2020,1184000
Peugeot,e‑2008,4,Roadster,No,Hybrid,FWD,Automatic,None,Middle,Germany,4.5,420,3,3517,1618,1477,2076,152,626,3.8,5.1,3.7,291,5.6,2005,2020000
Peugeot,e‑2008,3,Coupe,No,Electric,RWD,Manual,Supercharger,Front,South Korea,2.1,308,12,4143,1702,1472,1062,217,398,4.7,6.7,3.8,156,13.6,2008,12195000
Peugeot,e‑2008,3,Crossover,Yes,Petrol,4WD,Manual,Supercharger,Rear,France,1.3,239,5,4927,1610,1899,1650,130,452,11.1,15.3,9.5,279,9.0,2013,8356000
Peugeot,e‑2008,5,Crossover,Yes,Hybrid,RWD,Automatic,Turbo,Front,Sweden,1.6,219,3,4513,1897,1613,2295,175,332,12.2,16.4,11.6,308,13.4,2009,7664000
Peugeot,e‑2008,4,Roadster,No,Electric,AWD,Dual-clutch,Turbo,Rear,China,1.3,418,6,4515,1776,1625,2362,158,384,11.7,15.4,11.4,289,7.3,2021,1172000
Peugeot,e‑2008,5,MPV,Yes,Hybrid,4WD,Automatic,Supercharger,Front,France,4.4,305,8,4304,1616,1565,1543,147,663,14.4,16.5,13.5,252,10.5,2024,6330000
Peugeot,e‑2008,1,SUV,Yes,Diesel,RWD,Automatic,Supercharger,Rear,USA,3.3,157,4,5046,1858,1887,1245,204,367,5.5,7.8,5.3,284,8.0,2013,1883000
Peugeot,e‑208,5,Sedan,No,Hybrid,AWD,CVT,Turbo,Rear,France,4.8,144,4,3951,1792,1776,2166,165,456,12.6,14.3,11.4,318,6.8,2008,11916000
Peugeot,e‑208,1,Roadster,Yes,Diesel,FWD,CVT,Turbo,Middle,Japan,4.6,568,5,4818,1768,1450,1170,222,496,7.6,11.0,6.6,173,6.8,2005,10005000
Peugeot,e‑208,4,Roadster,Yes,Petrol,RWD,Manual,None,Front,Japan,2.0,433,8,3783,1843,1549,1516,192,289,7.7,10.4,7.1,186,11.4,2003,9709000
Peugeot,e‑208,5,Hatchback,Yes,Electric,AWD,Manual,Supercharger,Middle,Italy,4.4,459,3,5171,1887,1899,2312,216,435,9.5,12.9,8.6,228,11.1,2013,1748000
Peugeot,e‑208,4,Hatchback,Yes,Petrol,FWD,Manual,Turbo,Rear,Sweden,1.3,109,8,4202,1669,1415,1717,154,585,7.4,8.9,6.4,197,14.4,2008,4338000
Peugeot,e‑208,3,Sedan,No,Diesel,4WD,Automatic,Supercharger,Rear,South Korea,2.4,496,3,4122,1820,1886,1507,126,253,9.5,13.6,9.0,282,12.8,2018,3283000
Peugeot,e‑208,2,Crossover,Yes,Diesel,AWD,Automatic,None,Middle,South Korea,4.8,326,8,4283,1626,1784,1002,242,335,3.5,4.6,3.3,207,12.2,2018,13237000
Peugeot,e‑208,2,SUV,No,Electric,FWD,Automatic,Turbo,Middle,Japan,1.8,596,6,4410,1995,1499,1272,188,467,12.9,15.7,11.2,230,5.7,2016,4435000
Peugeot,e‑208,5,Hatchback,Yes,Hybrid,RWD,Dual-clutch,Supercharger,Middle,Italy,3.7,142,5,3822,1809,1578,2096,161,305,5.8,8.4,5.2,191,4.9,2007,7890000
Peugeot,e‑208,2,Crossover,No,Hybrid,4WD,Dual-clutch,None,Front,Sweden,2.2,377,8,4897,1726,1646,2075,224,697,3.1,3.6,2.9,213,13.8,2019,1911000
Peugeot,e‑208,3,Hatchback,No,Petrol,FWD,Dual-clutch,Supercharger,Rear,Sweden,3.5,544,8,5115,1854,1673,1133,190,558,13.7,20.0,12.5,218,12.7,2025,6271000
Peugeot,e‑208,5,Pickup,No,Petrol,4WD,Automatic,Supercharger,Front,Sweden,1.5,514,8,4076,1674,1686,2421,199,290,14.4,20.9,13.9,230,5.8,2013,8700000
Peugeot,e‑208,5,Hatchback,No,Hybrid,RWD,Manual,Supercharger,Front,Sweden,5.0,475,8,4217,1610,1626,1977,208,548,8.1,10.0,6.5,170,4.5,2022,8252000
Peugeot,e‑208,2,Hatchback,Yes,Diesel,AWD,Manual,Turbo,Front,South Korea,2.7,361,3,5107,1693,1532,1905,125,406,4.5,5.0,4.2,193,7.7,2001,12974000
Peugeot,e‑208,2,Hatchback,No,Hybrid,FWD,Manual,None,Rear,China,3.8,419,8,3814,1867,1677,1548,137,378,11.3,14.8,9.3,145,9.1,2003,2682000
Peugeot,e‑208,5,Hatchback,Yes,Petrol,FWD,CVT,Turbo,Rear,Germany,1.1,318,12,3688,1990,1403,1240,209,700,14.4,17.2,12.9,238,9.3,2002,14656000
Peugeot,e‑208,1,Sedan,No,Electric,FWD,CVT,None,Front,France,4.2,148,12,5043,1726,1551,1924,123,475,10.6,15.0,9.4,253,10.9,2008,9753000
Peugeot,e‑208,2,Pickup,Yes,Diesel,FWD,Automatic,None,Rear,China,4.9,154,12,4517,1705,1615,1043,152,619,12.4,18.1,10.4,195,9.2,2020,4102000
Peugeot,e‑208,4,Hatchback,Yes,Hybrid,RWD,Manual,None,Front,China,1.0,84,3,4706,1999,1584,1666,190,377,6.1,9.1,4.9,174,7.2,2019,13263000
Peugeot,e‑208,1,Coupe,No,Electric,RWD,Dual-clutch,Supercharger,Rear,UK,1.4,500,12,4318,1851,1519,1044,138,273,13.6,16.4,11.6,257,7.8,2004,8406000
Porsche,356,5,Roadster,No,Diesel,RWD,CVT,None,Rear,Italy,1.8,311,8,4712,1794,1891,1268,248,340,12.1,14.7,10.1,289,12.5,2006,12575000
Porsche,356,3,Pickup,Yes,Petrol,AWD,CVT,Turbo,Front,China,1.5,354,3,4132,1700,1749,1273,181,240,8.8,11.1,8.4,251,7.8,2012,6689000
Porsche,356,3,Pickup,No,Petrol,FWD,Automatic,None,Front,Germany,2.0,208,5,3930,1764,1423,1773,166,576,11.5,16.9,10.1,179,4.8,2002,1678000
Porsche,356,2,SUV,No,Petrol,FWD,Automatic,Supercharger,Front,Japan,2.9,415,8,4711,1984,1649,1501,229,570,5.3,6.9,4.6,151,5.8,2017,5365000
Porsche,356,3,Pickup,Yes,Hybrid,4WD,Manual,None,Front,Japan,2.8,574,4,4053,1806,1844,2292,214,631,6.8,8.4,6.0,224,13.6,2023,6950000
Porsche,356,4,Pickup,Yes,Hybrid,4WD,CVT,None,Middle,USA,1.2,175,12,4046,1752,1824,1286,149,688,9.0,13.2,7.6,144,11.2,2020,11041000
Porsche,356,1,SUV,Yes,Petrol,AWD,Dual-clutch,Turbo,Rear,Italy,3.1,317,3,4348,1738,1626,1747,187,633,14.4,19.1,13.1,235,13.3,2014,3230000
Porsche,356,2,Sedan,Yes,Diesel,AWD,Manual,Turbo,Rear,Italy,4.6,276,12,3544,1924,1655,2049,138,547,14.2,20.8,13.0,226,5.6,2020,11130000
Porsche,356,4,MPV,No,Hybrid,RWD,CVT,Supercharger,Front,Sweden,1.3,567,12,4550,1947,1727,2259,159,486,10.1,14.2,8.1,157,14.0,2003,4373000
Porsche,356,3,Crossover,Yes,Hybrid,FWD,Manual,None,Front,Sweden,3.1,468,8,4446,1619,1407,1252,233,589,6.1,8.2,5.5,306,5.2,2016,5970000
Porsche,356,5,Coupe,No,Diesel,AWD,Manual,Turbo,Rear,Japan,4.6,132,5,3923,1819,1636,1956,185,335,13.5,19.3,12.3,216,4.5,2017,10285000
Porsche,356,3,Pickup,No,Petrol,FWD,Manual,Turbo,Middle,Sweden,2.8,580,4,4723,1688,1586,1101,244,478,11.7,13.4,10.4,316,12.1,2000,5511000
Porsche,356,3,Crossover,Yes,Electric,AWD,Automatic,None,Front,UK,3.8,523,8,4738,1909,1528,2276,135,331,8.7,12.6,8.2,253,4.7,2013,3179000
Porsche,356,5,Coupe,No,Electric,AWD,CVT,Supercharger,Front,South Korea,1.2,415,4,3941,1649,1670,1044,174,572,12.1,15.5,11.7,314,4.4,2016,2285000
Porsche,356,2,MPV,Yes,Electric,RWD,Dual-clutch,Turbo,Front,USA,4.9,118,8,3573,1941,1537,1147,185,575,7.6,10.2,6.3,287,4.7,2010,2294000
Porsche,356,1,Pickup,Yes,Hybrid,RWD,CVT,Supercharger,Rear,UK,3.3,391,6,3512,1623,1428,2229,195,502,6.7,7.7,5.5,285,13.5,2004,2439000
Porsche,356,5,Roadster,Yes,Electric,FWD,Dual-clutch,Supercharger,Front,USA,1.4,578,4,4090,1712,1487,1838,175,522,14.2,17.0,13.3,312,13.4,2016,3016000
Porsche,356,5,Roadster,No,Electric,RWD,Dual-clutch,None,Front,Japan,1.9,109,4,5000,1770,1853,1204,198,534,10.3,12.5,9.8,165,14.0,2010,884000
Porsche,356,4,MPV,No,Diesel,RWD,Dual-clutch,Turbo,Middle,USA,1.9,267,4,3841,1855,1866,1951,171,544,11.2,13.9,10.0,153,7.4,2019,9996000
Porsche,356,4,Hatchback,Yes,Hybrid,FWD,Dual-clutch,Supercharger,Rear,UK,1.3,575,12,4536,1925,1755,1011,198,223,10.1,11.9,9.8,216,14.8,2011,4579000
Porsche,550 Spyder,5,SUV,No,Petrol,4WD,Dual-clutch,Turbo,Middle,South Korea,2.8,399,8,4745,1863,1544,1416,130,292,6.1,7.0,6.0,320,3.7,2024,3147000
Porsche,550 Spyder,3,Coupe,Yes,Petrol,FWD,CVT,Turbo,Rear,Sweden,2.7,514,4,5081,1608,1833,2452,227,449,11.6,14.2,10.5,143,8.2,2022,1018000
Porsche,550 Spyder,2,Sedan,No,Diesel,RWD,CVT,Turbo,Middle,China,4.4,431,4,4645,1808,1482,1721,172,565,11.5,12.9,11.2,193,9.8,2023,10815000
Porsche,550 Spyder,1,SUV,Yes,Hybrid,4WD,Automatic,None,Middle,France,1.8,268,3,5139,1609,1507,2280,225,603,8.8,13.1,7.6,253,4.8,2000,6781000
Porsche,550 Spyder,1,Pickup,Yes,Diesel,AWD,Dual-clutch,Turbo,Rear,France,2.6,257,12,4480,1600,1895,1399,137,700,7.6,9.5,7.4,164,7.0,2007,13221000
Porsche,550 Spyder,4,Crossover,No,Petrol,FWD,CVT,Supercharger,Middle,Japan,4.1,421,6,3665,1984,1456,2474,220,660,14.9,17.9,12.0,214,4.1,2022,11430000
Porsche,550 Spyder,4,Crossover,No,Petrol,RWD,Manual,None,Rear,UK,3.3,573,8,4258,1702,1783,1285,213,622,6.4,9.0,5.9,306,7.7,2007,5360000
Porsche,550 Spyder,2,Sedan,No,Electric,RWD,Automatic,None,Rear,UK,3.6,439,8,4863,1635,1708,1897,226,569,12.8,19.0,11.8,248,5.7,2022,2623000
Porsche,550 Spyder,2,SUV,Yes,Petrol,AWD,CVT,None,Middle,Sweden,3.6,244,8,4093,1903,1886,1752,240,341,5.0,5.7,4.3,238,5.4,2006,5898000
Porsche,550 Spyder,2,SUV,No,Petrol,RWD,CVT,None,Front,Japan,1.9,339,12,3552,1882,1412,2014,200,339,6.2,8.6,5.1,149,7.8,2016,10771000
Porsche,550 Spyder,1,Hatchback,Yes,Hybrid,AWD,Manual,None,Rear,Germany,3.7,299,5,5041,2000,1461,2334,163,631,13.7,17.8,12.1,192,8.5,2010,3492000
Porsche,550 Spyder,5,SUV,Yes,Electric,FWD,Manual,Supercharger,Rear,France,1.5,586,5,3853,1632,1851,1958,146,594,4.4,6.1,3.8,152,10.8,2022,4493000
Porsche,550 Spyder,3,SUV,No,Petrol,RWD,CVT,None,Middle,USA,1.2,513,5,4944,1769,1843,1565,200,305,12.9,14.5,11.3,213,10.2,2010,5537000
Porsche,550 Spyder,4,MPV,Yes,Diesel,FWD,Manual,Turbo,Middle,USA,2.4,277,8,3980,1676,1408,1399,124,249,3.3,3.8,2.8,181,11.3,2022,11019000
Porsche,550 Spyder,4,Crossover,No,Diesel,AWD,Automatic,Turbo,Middle,South Korea,4.2,404,12,3905,1737,1730,1970,222,319,5.1,6.4,4.3,305,13.8,2023,3302000
Porsche,550 Spyder,3,SUV,Yes,Petrol,AWD,CVT,None,Middle,Sweden,1.4,533,5,3518,1681,1576,2201,208,246,3.7,4.8,3.6,161,12.8,2018,7429000
Porsche,550 Spyder,4,SUV,No,Hybrid,AWD,Manual,Turbo,Front,Italy,3.4,117,4,4292,1817,1738,2315,166,209,7.8,9.4,7.6,153,13.0,2016,8195000
Porsche,550 Spyder,1,SUV,Yes,Hybrid,FWD,CVT,None,Rear,Germany,4.2,128,8,3889,1955,1472,2165,203,305,10.0,12.5,9.7,281,4.0,2025,4209000
Porsche,550 Spyder,3,Crossover,Yes,Petrol,FWD,Manual,Turbo,Rear,UK,2.8,312,4,4174,1665,1661,1700,250,685,9.2,13.3,8.2,256,12.1,2014,9445000
Porsche,550 Spyder,4,Coupe,No,Diesel,4WD,CVT,Supercharger,Rear,China,2.9,164,8,3988,1837,1818,1315,237,665,7.8,10.3,7.8,194,3.9,2019,932000
Porsche,718,3,Pickup,No,Electric,RWD,CVT,Turbo,Front,China,1.6,354,8,4719,1826,1586,1677,184,469,12.7,17.1,12.0,241,10.0,2004,13140000
Porsche,718,4,MPV,No,Electric,AWD,CVT,Supercharger,Rear,Germany,4.2,230,8,4345,1724,1466,1930,123,602,5.6,7.9,4.7,264,10.5,2020,9528000
Porsche,718,3,Coupe,No,Electric,RWD,CVT,Turbo,Front,Italy,4.1,240,5,4308,1896,1554,1964,158,683,9.9,13.7,9.6,173,5.2,2004,2392000
Porsche,718,3,Pickup,Yes,Hybrid,FWD,Automatic,Turbo,Rear,China,4.7,564,3,5177,1900,1561,2488,197,692,7.5,10.6,6.7,202,7.7,2005,12063000
Porsche,718,4,SUV,No,Petrol,RWD,CVT,Turbo,Front,Sweden,2.8,294,8,4280,1838,1503,2446,165,571,8.8,12.9,7.4,184,10.7,2005,7206000
Porsche,718,4,Crossover,Yes,Diesel,FWD,Automatic,Turbo,Front,France,1.9,330,5,5090,1903,1882,1681,144,270,12.4,15.0,11.3,168,6.2,2014,13714000
Porsche,718,1,MPV,Yes,Hybrid,RWD,CVT,Turbo,Rear,France,2.7,357,8,3608,1740,1883,1580,204,430,4.9,5.8,4.4,174,13.2,2006,8450000
Porsche,718,5,Pickup,No,Diesel,4WD,Automatic,Supercharger,Rear,Italy,3.5,117,8,4501,1646,1510,1437,134,466,14.0,19.4,13.2,316,12.2,2022,5301000
Porsche,718,4,Crossover,Yes,Petrol,4WD,Dual-clutch,None,Middle,Italy,2.5,226,12,4987,1633,1859,1034,175,365,10.6,14.2,10.0,251,3.5,2008,6243000
Porsche,718,2,Roadster,Yes,Diesel,AWD,CVT,Supercharger,Middle,Sweden,2.3,520,4,4770,1830,1785,2293,236,237,4.7,5.6,4.0,308,6.1,2025,6140000
Porsche,718,4,Coupe,Yes,Hybrid,FWD,CVT,Turbo,Front,France,3.5,265,8,4784,1898,1794,1825,135,599,3.1,3.8,2.5,151,12.3,2024,8023000
Porsche,718,5,SUV,No,Hybrid,FWD,Dual-clutch,Supercharger,Front,South Korea,1.1,436,3,5113,1720,1439,1934,149,303,6.7,7.6,6.4,161,4.0,2024,3322000
Porsche,718,5,Pickup,Yes,Diesel,RWD,Automatic,Supercharger,Front,South Korea,2.3,126,3,3603,1904,1823,2487,215,414,12.0,17.7,10.4,148,10.7,2020,4068000
Porsche,718,2,Roadster,Yes,Diesel,FWD,CVT,Supercharger,Middle,South Korea,3.3,584,8,5200,1726,1445,1985,158,435,8.3,10.8,8.2,144,4.9,2018,5373000
Porsche,718,4,MPV,No,Diesel,4WD,CVT,Supercharger,Middle,Sweden,1.5,522,5,3593,1965,1786,1475,148,618,3.4,5.0,3.1,313,11.4,2008,3471000
Porsche,718,2,Coupe,Yes,Petrol,FWD,Automatic,Supercharger,Front,France,3.6,538,4,4623,1872,1587,1457,127,322,14.4,17.8,13.0,306,14.6,2012,3756000
Porsche,718,3,Roadster,Yes,Petrol,4WD,Dual-clutch,Supercharger,Front,Japan,3.4,542,8,4936,1898,1456,1645,250,409,14.3,20.3,13.2,280,5.6,2020,4568000
Porsche,718,4,Pickup,No,Hybrid,FWD,Automatic,Supercharger,Front,UK,1.4,417,6,4983,1790,1638,2497,192,593,14.0,19.0,11.8,140,9.8,2013,6707000
Porsche,718,2,Sedan,No,Hybrid,RWD,Automatic,None,Rear,USA,1.5,229,5,4475,1917,1569,1245,215,622,9.5,13.8,8.6,250,10.5,2023,10462000
Porsche,718,4,Crossover,Yes,Diesel,RWD,Dual-clutch,Turbo,Rear,Germany,1.9,341,4,3721,1854,1618,1040,169,224,3.6,4.4,3.3,198,7.8,2023,8378000
Porsche,911,4,Pickup,No,Electric,AWD,Dual-clutch,None,Middle,Italy,3.9,352,6,4031,1724,1858,2161,160,361,11.8,14.0,11.1,317,9.0,2004,3573000
Porsche,911,2,Crossover,Yes,Electric,FWD,Manual,Turbo,Front,South Korea,3.1,521,8,4892,1648,1729,1859,207,226,4.6,5.6,3.9,184,9.1,2011,2621000
Porsche,911,4,SUV,Yes,Electric,AWD,Manual,None,Rear,Italy,4.4,148,8,3923,1823,1783,1562,152,662,5.0,6.0,4.4,290,11.8,2011,7724000
Porsche,911,1,Sedan,No,Diesel,4WD,Automatic,None,Middle,USA,3.4,299,8,4909,1749,1710,1417,151,560,13.4,15.6,11.7,226,6.7,2003,8046000
Porsche,911,5,Coupe,Yes,Petrol,4WD,CVT,None,Middle,China,3.4,418,3,4554,1740,1801,1841,175,337,6.7,9.6,5.9,285,14.5,2016,9971000
Porsche,911,1,Pickup,Yes,Hybrid,4WD,Dual-clutch,Turbo,Front,Japan,3.8,278,12,3850,1932,1759,2021,241,582,13.9,18.8,12.1,268,6.9,2024,4205000
Porsche,911,3,SUV,Yes,Hybrid,AWD,CVT,Turbo,Middle,Sweden,4.4,108,8,4910,1905,1697,2209,203,242,6.3,9.2,5.9,289,14.1,2019,14124000
Porsche,911,1,Roadster,No,Electric,4WD,Manual,None,Middle,Germany,3.2,465,5,3767,1900,1683,1199,245,460,14.1,15.7,12.5,275,11.5,2001,7933000
Porsche,911,3,Hatchback,No,Hybrid,RWD,Automatic,Supercharger,Middle,UK,2.2,380,8,4535,1950,1640,2347,231,512,7.2,8.2,6.3,176,8.6,2013,3205000
Porsche,911,5,SUV,Yes,Electric,FWD,Automatic,None,Rear,UK,3.8,206,12,4691,1610,1619,1007,191,485,9.4,13.4,9.3,283,9.6,2013,6803000
Porsche,911,2,Sedan,No,Diesel,FWD,CVT,Supercharger,Middle,China,2.0,597,4,4797,1617,1725,906,123,503,3.7,4.4,3.3,284,11.4,2014,3941000
Porsche,911,5,Roadster,No,Hybrid,AWD,CVT,Turbo,Middle,USA,2.1,579,6,5074,1674,1739,2053,134,425,14.8,21.9,14.0,272,9.0,2005,9724000
Porsche,911,2,Coupe,Yes,Hybrid,AWD,Automatic,Supercharger,Middle,South Korea,1.7,267,6,3911,1806,1762,1677,207,695,5.1,7.4,5.1,164,13.7,2001,14507000
Porsche,911,4,Sedan,Yes,Electric,RWD,Manual,Turbo,Front,South Korea,4.7,284,8,4245,1683,1858,1422,180,344,6.4,7.2,5.3,217,14.3,2005,11044000
Porsche,911,2,Roadster,No,Electric,AWD,Automatic,Turbo,Rear,USA,4.1,407,12,4210,1665,1620,970,185,627,9.5,10.7,7.7,310,11.7,2018,14735000
Porsche,911,3,MPV,Yes,Hybrid,4WD,Manual,Supercharger,Rear,USA,1.9,568,3,4386,1802,1684,2035,196,367,12.5,14.1,11.6,183,4.7,2024,7208000
