brand,model,year,generation,price,price_num,engine,power_l_s,transmission,drive,body_type,mileage,owners_count,steering,equipment
Mazda,CX 5,2015,"1 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",150,АКПП,4WD,"* бортовой компьютер; * аудиосистема с AUX, Bluetooth и USB; * двухзонный климат-контроль; * подогрев передних сидений; * электростеклоподъёмники на всех дверях; * регулировка руля по высоте и вылету; * система старт-стоп; * круиз-контроль; * датчик давления в шинах. Безопасность вождения обеспечивают антиблокировочная система тормозов (ABS), система курсовой стабилизации (ESP / ESC / DSC / VSA), а также подушки безопасности для водителя и пассажира, боковые подушки безопасности и оконные подушки безопасности (шторки). Дополнительные удобства включают в себя мультифункциональное рулевое колесо, запуск двигателя с кнопки, обогрев и электрорегулировку зеркал, а также центральный замок с иммобилайзером. Интерьер автомобиля оформлен эргономично, с тканевой обивкой салона, отделкой кожей рулевого колеса и рычага КПП. Передний центральный подлокотник и функция складывания спинки сиденья пассажира добавляют комфорта при длительных поездках. Главная задача компании «Восток Моторс» - на самом высоком уровне предоставить своим клиентам весь спектр услуг, связанных с приобретением и обслуживанием автомобилей: - Большой выбор автомобилей с пробегом. - Юридическую чистоту автомобилей, предлагаемых нашей компанией. - Информацию о техническом состоянии автомобиля на момент приобретения, с возможностью абсолютно бесплатно проверить приобретаемый автомобиль на нашем оборудовании. - Высокое качество обслуживания сертифицированным персоналом. - Автообмен вашего автомобиля как на новый автомобиль, так и на автомобиль с пробегом. - Выкуп Вашего автомобиля, в том числе находящегося в залоге у банка, посредством гашения Вашего кредита. - Индивидуальные условия покупки (на месте возможен ТОРГ). - Комиссионную продажу на выгодных для Вас условиях. - Услугу по проверке автомобилей перед покупкой. - Выгодные условия кредитования и страхования. Мы являемся официальным дилером Hyundai, Genesis, Skoda, KIA, Nissan прошедшим сертификацию импортера в бизнесе автомобилей с пробегом , мы предлагаем автомобили с пробегом, удовлетворяющие строгие требования дилерских программ: H-Promise, DWA, KIA Уверен, Одобрено Nissan. Наш автосалон находится по адресу г. Тюмень, ул. Федюнинского д. №69",212 549 км,1,левый,2.0 AT Active
Subaru,Forester,2008,3 поколение,N/A,N/A,"бензин, 2.0 л",150,механика,4WD,N/A,28 402 км,3,левый,2.0XS MT SR; коробка механическая MT
Nissan,X Trail,2019,"3 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",171,вариатор,4WD,"- Большой выбор автомобилей с пробегом. - Юридическую чистоту автомобилей, предлагаемых нашей компанией. - Информацию о техническом состоянии автомобиля на момент приобретения, с возможностью абсолютно бесплатно проверить приобретаемый автомобиль на нашем оборудовании. - Высокое качество обслуживания сертифицированным персоналом. - Автообмен вашего автомобиля как на новый автомобиль, так и на автомобиль с пробегом. - Выкуп Вашего автомобиля, в том числе находящегося в залоге у банка, посредством гашения Вашего кредита. - Индивидуальные условия покупки (на месте возможен ТОРГ). - Комиссионную продажу на выгодных для Вас условиях. - Услугу по проверке автомобилей перед покупкой. - Выгодные условия кредитования и страхования. Мы являемся официальным дилером Hyundai, Genesis, Skoda, KIA, Nissan прошедшим сертификацию импортера в бизнесе автомобилей с пробегом , мы предлагаем автомобили с пробегом, удовлетворяющие строгие требования дилерских программ: H-Promise, DWA, KIA Уверен, Одобрено Nissan. Наш автосалон находится по адресу г. Тюмень, ул. Федюнинского д. №69",137 901 км,1,левый,2.5 CVT 4WD SE Top
Nissan,Qashqai,2014,2 поколение,N/A,N/A,"бензин, 2.0 л",144,вариатор,4WD,N/A,150 269 км,4,левый,N/A
Лада,Гранта,2025,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",106,механика,передний,лифтбек,новый автомобиль,N/A,левый,1.6 MT Comfort'24
Opel,Mokka,2013,1 поколение,N/A,N/A,"бензин, 1.4 л",140,механика,4WD,N/A,230 000 км,4,левый,N/A
Toyota,Harrier,2017,"3 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",231,АКПП,передний,N/A,95 695 км,1,правый,2.0 Turbo Premium Metal and Leather Package; бензин
Лада,Гранта,2023,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",90,механика,передний,седан,53 112 км,2,левый,Гранты средняя: кондиционер...
Haval,M6,2025,2 поколение,N/A,N/A,"бензин, 1.5 л",143,механика,передний,N/A,новый автомобиль,N/A,левый,1.5T MT
Infiniti,FX37,2012,"2 поколение, рестайлинг",N/A,N/A,"бензин, 3.7 л",333,АКПП,4WD,N/A,147 000 км,3,левый,3.7 AT AWD Premium + NAVI; 4вд; автомат; пробег 147 тыс.км; цена 2100000руб.
Haval,M6,2025,2 поколение,N/A,N/A,"бензин, 1.5 л",143,робот,передний,N/A,новый автомобиль,N/A,левый,1.5T DCT
Toyota,RAV4,2019,"4 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",146,вариатор,4WD,джип/suv 5 дв.,70 893 км,1,левый,2.0 CVT 4WD Комфорт Плюс
Mercedes,Benz GLC Coupe,2025,2 поколение,N/A,N/A,"бензин, 2.0 л",204,АКПП,4WD,N/A,новый автомобиль,N/A,левый,GLC 260 4MATIC
Suzuki,SX4,2012,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",112,АКПП,передний,хэтчбек 5 дв.,132 630 км,2,левый,N/A
SsangYong,Rexton,2007,2 поколение,N/A,N/A,"дизель, 2.7 л",165,АКПП,4WD,"- Большой выбор автомобилей с пробегом. - Юридическую чистоту автомобилей, предлагаемых нашей компанией. - Информацию о техническом состоянии автомобиля на момент приобретения, с возможностью абсолютно бесплатно проверить приобретаемый автомобиль на нашем оборудовании. - Высокое качество обслуживания сертифицированным персоналом. - Автообмен вашего автомобиля как на новый автомобиль, так и на автомобиль с пробегом. - Выкуп Вашего автомобиля, в том числе находящегося в залоге у банка, посредством гашения Вашего кредита. - Индивидуальные условия покупки (на месте возможен ТОРГ). - Комиссионную продажу на выгодных для Вас условиях. - Услугу по проверке автомобилей перед покупкой. - Выгодные условия кредитования и страхования. Мы являемся официальным дилером Hyundai, Genesis, Skoda, KIA, Nissan прошедшим сертификацию импортера в бизнесе автомобилей с пробегом , мы предлагаем автомобили с пробегом, удовлетворяющие строгие требования дилерских программ: H-Promise, DWA, KIA Уверен, Одобрено Nissan. Наш автосалон находится по адресу г. Тюмень, ул. Федюнинского д. №69 #cme126-GyiULjC",279 948 км,1,левый,2.7D AT Comfort
Renault,Megane,2006,N/A,N/A,N/A,"бензин, 1.6 л",115,механика,передний,седан,246 459 км,1,левый,N/A
Haval,Jolion,2025,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",150,робот,4WD,N/A,новый автомобиль,N/A,левый,1.5 DCT 4WD Tech+
Suzuki,Escudo,1997,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",100,АКПП,4WD,джип/suv 3 дв.,235 000 км,4,правый,1.6 Helly Hansen limited
Toyota,Mark X,2010,2 поколение,N/A,N/A,"бензин, 2.5 л",203,АКПП,задний,N/A,218 500 км,4,правый,N/A
Ford,Focus,2010,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",125,механика,передний,универсал,250 000 км,4,левый,1.8 MT Comfort
Mercedes,Benz E Class,2021,"5 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",197,АКПП,задний,седан,85 000 км,1,левый,E 200 Sport
Daewoo,Nexia,2008,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",75,механика,передний,седан,490 000 км,4,левый,1.5 MT SOHC GL
Лада,Гранта,2019,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",87,механика,передний,седан,190 000 км,2,левый,1.6 MT Comfort; МКПП; бензиновый двигатель
MINI,Countryman,2020,2 поколение,N/A,N/A,"бензин, 2.0 л",306,АКПП,4WD,N/A,68 000 км,2,левый,2.0 AТ John Cooper Works
Лада,Гранта,2023,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",90,механика,передний,седан,6 500 км,1,левый,Гранты средняя: кондиционер...
Chevrolet,Niva,2007,1 поколение,N/A,N/A,"бензин, 1.7 л",80,механика,4WD,N/A,71 851 км,1,левый,1.7 MT GLS
Toyota,Platz,2000,1 поколение,N/A,N/A,"бензин, 1.5 л",110,механика,передний,N/A,215 000 км,4,правый,1.5 F
Toyota,Vitz,2004,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.3 л",87,АКПП,передний,хэтчбек 5 дв.,140 000 км,1,правый,1.3 RS
Лада,Гранта,2014,1 поколение,N/A,N/A,"бензин, 1.6 л",87,механика,передний,седан,100 000 км,1,левый,1.6 MT Норма 711
Nissan,Bluebird,2000,"10 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",125,АКПП,передний,седан,400 000 км,4,правый,1.8 SSS
Toyota,Vitz,2010,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.0 л",71,вариатор,передний,хэтчбек 5 дв.,187 414 км,4,правый,N/A
Toyota,Wish,2006,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",132,АКПП,передний,N/A,265 000 км,3,правый,N/A
Nissan,X Trail,2019,"3 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",171,вариатор,4WD,N/A,70 000 км,1,левый,N/A
Kia,Sorento,2021,4 поколение,N/A,N/A,"бензин, 2.5 л",179,АКПП,4WD,джип/suv 5 дв.,92 004 км,1,левый,Kia Sorento IV 2.5 AT (179 л.с.) 4WD
Toyota,Chaser,1995,"5 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",280,АКПП,задний,седан,111 111 км,1,правый,2.5 Tourer V
Ford,Focus,2008,"2 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",145,механика,передний,хэтчбек 5 дв.,225 061 км,4,левый,2.0 MT Comfort
Лада,Веста,2019,1 поколение,N/A,N/A,"бензин, 1.6 л",106,механика,передний,седан,127 789 км,2,левый,Lada (ВАЗ) Vesta I 1.6 MT (106 л.с.)
Toyota,Camry,2019,9 поколение,N/A,N/A,"бензин, 2.5 л",203,АКПП,передний,седан,96 600 км,4,левый,2.5 AT SE
Toyota,Corolla Fielder,2001,1 поколение,N/A,N/A,"бензин, 1.8 л",136,АКПП,передний,N/A,N/A,N/A,правый,N/A
Volkswagen,Passat CC,2011,1 поколение,N/A,N/A,"бензин, 1.8 л",152,механика,передний,седан,238 000 км,4,левый,1.8 TSI MT
Лада,Веста,2024,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",122,вариатор,передний,универсал,14 583 км,1,левый,Lada (ВАЗ) Vesta I Рестайлинг (NG)
Haval,Dargo,2023,1 поколение,N/A,N/A,"бензин, 2.0 л",192,робот,4WD,N/A,68 000 км,2,левый,X 2.0 GDIT DCT AWD Elite; Свердловская область; 2 литра; с пробегом 68 тыс.км; бензин; автомат
Renault,Duster,2012,1 поколение,N/A,N/A,"бензин, 2.0 л",135,механика,4WD,N/A,175 037 км,2,левый,Renault Duster I 2.0 MT (135 л.с.) 4WD
BMW,X5,2025,"4 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",258,АКПП,4WD,N/A,73 км,1,левый,BMW X5 IV (G05/G18) Рестайлинг 30Li 2.0 AT (258 л.с.) 4WD xDrive30Li Premium M Sport
Geely,Okavango,2024,"1 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",200,робот,передний,"• Вы из другого города? Компенсируем стоимость проезда. • Скидка до 150 000 рублей при ТRАDЕ-IN / Кредитовании / Страховании • Программа 7 дней на обмен • Рекомендуйте Мартен - получайте подарки • Пройдите тест-драйв автомобиля на нашей площадке 👍 ❓Не нашли подходящий автомобиль? Оставьте заявку и мы сможем привезти автомобиль под ваши параметры. Место осмотра г. Вологда, Окружное шоссе, 69 - ""Мартен. Автомобили с пробегом"" Работаем ежедневно с 09:00 до 21:00. 🏆Автодилер года 2024 🏆 Для удобства поиска на : частные объявления хэтчбек фото фаркопы топ техосмотр ставки смотреть свежие авто с пробегом свежие салоны салон сайты с пробегом с карелии Россия Москва СПБ регистрация рассрочка продажи продажа пробег прицеп приобрести постановка на учет петрозаводск петербург официальный окружное шоссе номера наличие надежный можно вернуть миллион мартен маркет ликвидные лизинг легковые куплю купить кузов Кредит % корея архангельск япония колеса каталог калькулятор какой лучше какой купить европлан дром до миллиона До 1500000 цены дилер диллер гарантия втб асп Вологодская область Вологда Череповец Сокол Великий Устюг Ярославль Архангельск Вельск Котлас волга внедорожник владивосток в рассрочку в области бу бланк договор без пробега б/у б у альфа адрес официальный автосалон авторынок автомобиль автокредит авто Один владелец. ПТС оригинал. Отличное состояние автомобиля. Осмотреть автомобиль можно по адресу: Вологда, Окружное шоссе 69",50 774 км,1,левый,2.0T AMT Luxury; бензин; привод передний
Chevrolet,Niva,2018,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.7 л",80,механика,4WD,N/A,139 857 км,1,левый,Chevrolet Niva I Рестайлинг 1.7 MT (80 л.с.) 4WD
Mitsubishi,Pajero Mini,2000,2 поколение,N/A,N/A,"бензин, 0.7 л",64,АКПП,4WD,N/A,220 000 км,2,правый,N/A
Toyota,Crown,2018,"14 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",235,АКПП,задний,седан,101 000 км,1,правый,2.0 Athlete S-T
Lexus,RX300,2018,4 поколение,N/A,N/A,"бензин, 2.0 л",238,АКПП,4WD,N/A,54 740 км,N/A,левый,Lexus RX300 AWD Executive + 2.0T/238 6AT 4WD Кожа; 2 литра; бу; цвет черный; АКПП; полный привод; бензин
Nissan,X Trail,2017,3 поколение,N/A,N/A,"бензин, 2.5 л",171,вариатор,4WD,N/A,145 541 км,2,левый,2.5 CVT 4WD SE Top; серый
Лада,Приора,2012,1 поколение,N/A,N/A,"бензин, 1.6 л",98,механика,передний,хэтчбек 5 дв.,200 000 км,4,левый,1.6 MT Люкс 21723-23-041
Land,Rover Discovery,2018,5 поколение,N/A,N/A,"дизель, 2.0 л",240,АКПП,4WD,джип/suv 5 дв.,104 000 км,2,левый,2.0 Sd4 AT HSE Luxury
Subaru,Levorg,2020,2 поколение,N/A,N/A,"бензин, 1.8 л",177,вариатор,4WD,N/A,"28 000 км , без пробега по РФ",N/A,правый,1.8 STI Sport 4WD
Mazda,CX 7,2011,"1 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",163,АКПП,передний,N/A,164 429 км,3,левый,2.5 AT Touring; цена 1.2 млн.руб.
Skoda,Octavia,2015,3 поколение,N/A,N/A,"бензин, 1.6 л",110,механика,передний,лифтбек,92 300 км,1,левый,1.6 MPI MT Ambition
Toyota,RAV4,2012,4 поколение,N/A,N/A,"бензин, 2.0 л",146,вариатор,передний,джип/suv 5 дв.,112 315 км,2,левый,2.0 CVT 2WD Стандарт
Toyota,Tank,2018,1 поколение,N/A,N/A,"бензин, 1.0 л",69,вариатор,передний,N/A,141 457 км,1,правый,Toyota Tank I 1.0 CVT (69 л.с.)
Suzuki,Grand Vitara,2011,"2 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",140,АКПП,4WD,джип/suv 5 дв.,120 000 км,2,левый,Подушки безопасности боковые
Hyundai,Creta,2019,N/A,N/A,N/A,"бензин, 2.0 л",150,автомат,4WD,N/A,62 900 км,3,левый,Hyundai Creta I 2.0 AT (150 л.с.) 4WD Travel + Advanced 2019
Ford,Focus,2008,"2 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",145,механика,передний,универсал,145 100 км,3,левый,2.0 MT Comfort
Skoda,Octavia,2011,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",102,механика,передний,лифтбек,188 805 км,2,левый,1.6 MPI MT Ambition
Nissan,Micra,2007,"3 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.4 л",88,АКПП,передний,хэтчбек 5 дв.,165 000 км,3,левый,N/A
Toyota,RAV4,2014,4 поколение,N/A,N/A,"бензин, 2.0 л",146,вариатор,4WD,джип/suv 5 дв.,68 487 км,1,левый,2.0 CVT 4WD Комфорт Плюс
Toyota,Ractis,2013,2 поколение,N/A,N/A,"бензин, 1.3 л",95,вариатор,передний,N/A,80 000 км,N/A,правый,N/A
Chevrolet,Lanos,2007,1 поколение,N/A,N/A,"бензин, 1.5 л",86,механика,передний,N/A,207 355 км,4,N/A,N/A
Mazda,Mazda3,2005,1 поколение,N/A,N/A,"бензин, 1.6 л",105,АКПП,передний,хэтчбек 5 дв.,278 326 км,3,левый,N/A
Suzuki,Grand Vitara,2008,2 поколение,N/A,N/A,"бензин, 2.0 л",140,механика,4WD,джип/suv 5 дв.,165 км,3,левый,N/A
Subaru,XV,2014,1 поколение,N/A,N/A,"бензин, 2.0 л",150,вариатор,4WD,N/A,146 000 км,3,левый,2.0 S CVT FG
Toyota,Corolla Fielder,2003,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",109,АКПП,передний,N/A,197 000 км,3,правый,1.5 X
Toyota,Land Cruiser,2010,11 поколение,N/A,N/A,"бензин, 4.7 л",288,АКПП,4WD,джип/suv 5 дв.,388 822 км,3,левый,4.7 AT Люкс
ГАЗ,31105 Волга,2007,1 поколение,N/A,N/A,"бензин, 2.4 л",137,механика,задний,"Угданский проезд 14б Звонить 📞 8-924-271-10-10 !!! —————————————————— - Автокредитование (без первоначального взноса, рассмотрение за 1 час, оформление по 2 м документам, без КАСКО, вероятность одобрения 95%) - Выкуп (Гарантированно и быстро, выкупим ваш автомобиль за 1 час, выкупаем кредитные автомобили), - Trade-in / обмен (обменяемся с доплатой в любую сторону).",215 000 км,4,левый,2.4 MT
Kia,K3,2022,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",123,вариатор,передний,седан,34 000 км,1,левый,1.6 MPi CVT Nobless
Лада,Калина,2011,1 поколение,N/A,N/A,"бензин, 1.4 л",89,механика,передний,хэтчбек 5 дв.,200 000 км,1,N/A,1.4 MT Люкс 11194-43-036; бу; Красноярский край
Volkswagen,Touareg,2015,"2 поколение, рестайлинг",N/A,N/A,"бензин, 3.6 л",249,АКПП,4WD,N/A,129 289 км,3,левый,3.6 FSI
Jetour,Dashing,2024,1 поколение,N/A,N/A,"бензин, 1.5 л",147,механика,передний,N/A,35 000 км,1,левый,1.5T MT Comfort Plus
Nissan,Sunny,1998,9 поколение,N/A,N/A,"бензин, 1.5 л",105,АКПП,передний,седан,100 000 км,N/A,правый,1.5 FE
Mazda,Mazda6,2013,3 поколение,N/A,N/A,"бензин, 2.0 л",150,АКПП,передний,седан,146 000 км,2,левый,2.0 AT Supreme
Haval,Chitu,2022,1 поколение,N/A,N/A,"бензин, 1.5 л",150,робот,передний,N/A,"34 000 км , без пробега по РФ",N/A,левый,1.5T DCT Copper Rabbit
Mazda,Mazda3,2006,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",105,АКПП,передний,седан,220 000 км,3,левый,и...
Toyota,Camry,2007,7 поколение,N/A,N/A,"бензин, 2.4 л",167,АКПП,передний,седан,98 804 км,3,левый,2.4 AT Elegance
Mercedes,Benz C Class,2014,4 поколение,N/A,N/A,"бензин, 1.6 л",156,АКПП,задний,седан,93 000 км,1,правый,C 180 Avantgarde
Nissan,Bluebird Sylphy,2003,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",120,АКПП,передний,N/A,305 000 км,3,правый,1.8 18Vi
Toyota,Caldina,1994,1 поколение,N/A,N/A,"бензин, 2.0 л",135,АКПП,4WD,N/A,288 000 км,4,правый,2.0 TZ
Iran,Khodro Samand,2006,1 поколение,N/A,N/A,"бензин, 1.8 л",100,механика,передний,N/A,150 000 км,4,левый,1.8 MT EL/LX; с пробегом 150тысяч км; бензин; бу
Лада,4x4 2131 Нива,2011,1 поколение,N/A,N/A,"бензин, 1.7 л",80,механика,4WD,N/A,58 000 км,3,левый,1.7 MT Стандарт
Lexus,GS450h,2006,3 поколение,N/A,N/A,"бензин, 3.5 л, гибрид",296,вариатор,задний,"Марк левинсон, бесключевой доступ, шторки, вентиляция и подогревы сидений, память сидений, блютуз и т.д. Описывать много смысла не вижу, лучше звоните! Юридически чистый автомобиль: штрафов и ограничений не имеет! Рассмотрю варианты обмена. Спецтехника КамАЗ маз эвакуатор с вашей доплатой",280 000 км,4,левый,3.5 CVT
Лада,Приора,2008,1 поколение,N/A,N/A,"бензин, 1.6 л",98,механика,передний,хэтчбек 5 дв.,253 500 км,4,левый,1.6 MT Норма 21723-01-049
Toyota,RAV4,2004,"2 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",150,АКПП,4WD,джип/suv 5 дв.,199 000 км,4,левый,2.0 AT 4WD Executive
Lifan,Myway,2018,1 поколение,N/A,N/A,"бензин, 1.8 л",125,механика,задний,N/A,81 000 км,1,левый,1.8 MT Comfort
Suzuki,Aerio,2003,1 поколение,N/A,N/A,"бензин, 1.5 л",110,АКПП,передний,хэтчбек 5 дв.,230 000 км,3,правый,1.5 XR
Toyota,Sienta,2008,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",110,вариатор,передний,"ул. Байкальская, 42 📞 ВЫКУП АВТО : 8 (996) 514-24-24 🚙Выкуп авто- быстро, честно, выгодно 🔁Обмен — обменяй свой автомобиль на новый ✅Продажа - только проверенные автомобили с пробегом ✅Отличный сервис, всё честно и по делу! ️️️️️",198 989 км,3,правый,1.5 X S edition
Honda,Fit,2017,"3 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.5 л, гибрид",110,робот,передний,N/A,122 500 км,1,правый,1.5 Hybrid S Honda Sensing
Toyota,Crown,1998,"10 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",200,АКПП,задний,седан,570 000 км,3,правый,2.5 Royal touring
Kia,Rio,2015,"3 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",123,АКПП,передний,хэтчбек 5 дв.,140 000 км,1,левый,1.6 AT Prestige
Honda,Fit Shuttle,2011,1 поколение,N/A,N/A,"бензин, 1.3 л, гибрид",88,вариатор,передний,N/A,200 000 км,1,правый,новый аккумулятор; проставки перед; зад; белый; пробег 200000 км; 1.3 литра; 1.3; гибрид
Toyota,Sprinter,1999,7 поколение,N/A,N/A,"бензин, 1.3 л",82,АКПП,передний,универсал,150 000 км,4,правый,1.3 DX-J
Nissan,Tiida,2004,1 поколение,N/A,N/A,"бензин, 1.5 л",109,АКПП,4WD,хэтчбек 5 дв.,182 000 км,4,правый,N/A
FAW,Bestune B70,2024,3 поколение,N/A,N/A,"бензин, 1.5 л",160,робот,передний,лифтбек,новый автомобиль,N/A,левый,FAW Bestune B70 I Рестайлинг 1.5 AMT (160 л.с.) Enjoyment B70FLEnjoyment1.5DCT7FWD
FAW,Bestune T90,2024,N/A,N/A,N/A,"бензин, 1.5 л",160,автомат,передний,N/A,новый автомобиль,N/A,левый,FAW Bestune T90 1.5 AMT (160 л.с.) Luxury T90Luxury1.5DCT7FWD
FAW,Bestune T90,2025,N/A,N/A,N/A,"бензин, 2.0 л",245,автомат,передний,N/A,новый автомобиль,N/A,левый,FAW Bestune T90 2.0 AT (245 л.с.) Flagship T90Flagship2.0AT
Renault,Sandero Stepway,2015,2 поколение,N/A,N/A,"бензин, 1.6 л",102,АКПП,передний,N/A,165 000 км,4,левый,для этого года; обмен на более дорогую; на равноценную; на более дешевую; цена 880 тысяч рублей; золотистый
Subaru,Levorg,2014,1 поколение,N/A,N/A,"бензин, 1.6 л",170,вариатор,4WD,N/A,135 000 км,1,правый,1.6 GT-S EyeSight 4WD
Toyota,Land Cruiser Prado,2017,"4 поколение, 2 рестайлинг",N/A,N/A,"бензин, 2.7 л",163,АКПП,4WD,джип/suv 5 дв.,109 000 км,1,правый,2.7 TX 7 seat 4WD
Ford,Mondeo,2009,4 поколение,N/A,N/A,"бензин, 1.6 л",125,механика,передний,седан,195 000 км,4,левый,1.6 MT Ambiente
Nissan,Almera,2014,3 поколение,N/A,N/A,"бензин, 1.6 л",102,АКПП,передний,седан,135 000 км,2,левый,1.6 AT Comfort AC
Toyota,Soarer,2001,4 поколение,N/A,N/A,"бензин, 4.3 л",280,АКПП,задний,открытый,206 000 км,1,правый,4.3 430SCV
Audi,Q7,2018,2 поколение,N/A,N/A,"дизель, 3.0 л",249,АКПП,4WD,N/A,110 000 км,3,левый,N/A
Toyota,Raize,2019,1 поколение,N/A,N/A,"бензин, 1.0 л",98,вариатор,4WD,N/A,58 000 км,1,правый,! Продаю в связи с заменой на другой; т. к. живу в лесу и нужен джип. Все вопросы в вотсап.
Honda,Vezel,2022,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",177,вариатор,передний,N/A,"22 000 км , без пробега по РФ",N/A,левый,1.5T CVT 220T Luxury
Skoda,Rapid,2015,1 поколение,N/A,N/A,"бензин, 1.4 л",122,робот,передний,лифтбек,153 000 км,3,левый,1.4 TSI DSG Ambition
Daewoo,Lanos,2007,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",105,механика,передний,седан,300 000 км,3,левый,N/A
Toyota,Allion,2008,2 поколение,N/A,N/A,"бензин, 1.5 л",110,вариатор,передний,N/A,155 200 км,1,правый,1.5 A15 G package stylish edition
Mazda,Mazda3,2013,3 поколение,N/A,N/A,"бензин, 1.6 л",104,АКПП,передний,седан,100 000 км,3,левый,N/A
Nissan,X Trail,2017,3 поколение,N/A,N/A,"бензин, 2.5 л",171,вариатор,4WD,N/A,136 000 км,2,левый,N/A
ГАЗ,3110 Волга,2000,1 поколение,N/A,N/A,"бензин, 2.4 л",100,механика,задний,седан,160 000 км,4,левый,2.4 MT
Toyota,Aqua,2016,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л, гибрид",74,вариатор,передний,N/A,193 582 км,2,правый,1.5 G
Suzuki,Swift,2021,5 поколение,N/A,N/A,"бензин, 1.2 л",91,вариатор,передний,хэтчбек 5 дв.,"86 000 км , без пробега по РФ",N/A,правый,1.2 XG
Nissan,X Trail,2018,"3 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л, гибрид",147,вариатор,4WD,N/A,"79 000 км , без пробега по РФ",N/A,правый,2.0 20Xi Hybrid 5-seat 4WD
Lexus,ES250,2016,"6 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",184,АКПП,передний,N/A,137 000 км,3,левый,2.5 AT 2WD Comfort
Toyota,Ractis,2015,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.3 л",99,вариатор,передний,N/A,"50 000 км , без пробега по РФ",N/A,правый,1.3 X
ГАЗ,2217,2022,N/A,N/A,N/A,бензин,107,механика,4WD,N/A,30 000 км,2,N/A,N/A
Лада,Гранта,2024,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",90,механика,передний,седан,3 050 км,1,левый,Classic
Nissan,Bluebird Sylphy,2001,1 поколение,N/A,N/A,"бензин, 1.8 л",120,АКПП,передний,N/A,278 000 км,2,правый,1.8 18 basic package
Volkswagen,Polo,2015,5 поколение,N/A,N/A,"бензин, 1.6 л",105,АКПП,передний,седан,154 832 км,1,левый,1.6 MPI AT Club
Haval,Dargo,2025,1 поколение,N/A,N/A,"бензин, 2.0 л",192,робот,4WD,N/A,новый автомобиль,N/A,левый,2.0 GDIT DCT AWD Tech Plus
Opel,Astra,2013,"3 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",115,механика,передний,хэтчбек 5 дв.,134 585 км,3,левый,1.6 MT Astra
